submission_id,pair,image_A,image_B,chosen,reason
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_4,46e5ea39-ab88-4365-a9a3-21c007dfe346.jpg,7bf50358-0025-4dd1-a5af-7688e13844de.jpg,B,readable;maintainable
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_5,918fced5-b205-4b25-bf2e-99e84ff57c57.jpg,57607d11-3165-4f46-b571-9661c43fdb7f.jpg,B,concise;readable
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_6,6430498f-93ed-4c6a-a0c0-37aaed08f6cb.jpg,f9c7110e-ec59-4503-9223-0afb312202db.jpg,A,readable
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_7,74b5f440-17b6-4eb3-b1c1-c137f08eb236.jpg,ca72ea8c-ac37-4969-8996-8eece69f34d2.jpg,B,readable
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_8,3e2be6af-794b-45b8-8185-53a8b75153e8.jpg,ee6ebad8-ec5a-4a67-9115-7e4c036eaf93.jpg,B,readable;maintainable
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_9,aa3bebc1-8058-4a1b-b537-101f6c517861.jpg,0505663d-d4ea-45e3-b8ea-a6fb8cea254b.jpg,B,concise
2e034569-6fd4-40c7-8e6f-d703530a29ea,pair_10,0b45330d-6ef6-44aa-975d-1e8f69f8a4ae.jpg,ce644985-46e6-45c2-8c07-1501d778b43f.jpg,C,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_1,878377df-956d-499a-a207-95bb2e89b48c.jpg,8b6dc4a5-5f0e-43cf-bc43-a352f020d8bf.jpg,C,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_2,2f44ab75-d9ca-4863-b660-58a87e79b7d3.jpg,70c6ed4a-f159-4083-bd90-c5f3c24b65a1.jpg,B,concise
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_3,b25716fd-1452-4d18-9d14-3292657908d4.jpg,d041b4e7-e6de-4253-af72-d57039cd3670.jpg,B,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_4,f0501e14-178f-4c35-a453-0edb20e767ee.jpg,727a2e78-3e83-44e0-a4e6-922c8c8c6463.jpg,A,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_5,6430498f-93ed-4c6a-a0c0-37aaed08f6cb.jpg,f9c7110e-ec59-4503-9223-0afb312202db.jpg,C,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_6,6be9961f-0ddc-48b0-abd6-f999914c616f.jpg,23143556-ee99-4f15-b697-6ca43fd1cba9.jpg,B,concise;maintainable
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_7,3e2be6af-794b-45b8-8185-53a8b75153e8.jpg,ee6ebad8-ec5a-4a67-9115-7e4c036eaf93.jpg,B,readable
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_8,a8777d56-9b7b-423f-986d-80bca99be116.jpg,510d9ced-cf25-42cd-ac40-fefca2ba2e0e.jpg,A,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_9,aa3bebc1-8058-4a1b-b537-101f6c517861.jpg,0505663d-d4ea-45e3-b8ea-a6fb8cea254b.jpg,C,
b28f8f60-8299-4cf1-b7b2-87a0e911a0d0,pair_10,95cd281f-a25f-4bf7-b7ca-1c0edce9e1a8.jpg,c95713d7-1d8a-4a7e-8a06-f893b69d8d97.jpg,C,
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_1,95cd281f-a25f-4bf7-b7ca-1c0edce9e1a8.jpg,c95713d7-1d8a-4a7e-8a06-f893b69d8d97.jpg,A,readable;maintainable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_2,6be9961f-0ddc-48b0-abd6-f999914c616f.jpg,23143556-ee99-4f15-b697-6ca43fd1cba9.jpg,C,
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_3,b25716fd-1452-4d18-9d14-3292657908d4.jpg,d041b4e7-e6de-4253-af72-d57039cd3670.jpg,A,readable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_4,52878c91-a09c-435b-9cf1-f04c2940ead0.jpg,257a35d8-46ed-45bb-a4ac-8d85c8002f85.jpg,B,concise;readable;maintainable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_5,74b5f440-17b6-4eb3-b1c1-c137f08eb236.jpg,ca72ea8c-ac37-4969-8996-8eece69f34d2.jpg,A,concise;readable;maintainable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_6,d66af706-2c5c-4ec0-a6bb-19f14350e58f.jpg,45118b31-71ac-43d6-9246-2a1d5a8a2310.jpg,B,concise;readable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_7,83b89e8c-39e0-4643-b8f4-ca9818c738be.jpg,317f5f34-a19d-4fa5-ba6d-6156a30f7618.jpg,B,concise;readable;maintainable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_8,878377df-956d-499a-a207-95bb2e89b48c.jpg,8b6dc4a5-5f0e-43cf-bc43-a352f020d8bf.jpg,B,readable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_9,6430498f-93ed-4c6a-a0c0-37aaed08f6cb.jpg,f9c7110e-ec59-4503-9223-0afb312202db.jpg,B,concise;readable;maintainable
a71dbd86-1384-4874-8eca-8ac2498bd497,pair_10,640bd170-f019-4e82-8020-f07712396f30.jpg,226552e0-fc0a-4625-9645-c318a8a91422.jpg,B,concise;readable;maintainable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_1,30d837b1-b9b7-4452-ba73-4ba072b0631c.jpg,d6f3462a-2ad2-4ed7-a4aa-1eac78b682e1.jpg,A,readable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_2,fbda065d-52af-4249-9923-7ed50b4bbf97.jpg,ab1ecd60-ed5e-42b9-a1b6-377fecce19a4.jpg,B,maintainable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_3,81be6f16-e200-4977-b66d-acca6d297f12.jpg,e8fffd15-be0c-41e8-ba07-74cb68b46ce0.jpg,B,readable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_4,94dc89a8-d9e5-460c-837d-02a367828031.jpg,5a8a8f36-98f1-47aa-993b-2c73a1bd170e.jpg,B,maintainable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_5,72449eb2-56cd-458d-a411-01eea766c684.jpg,a3170942-5a67-4163-a2f9-dc384cd057ec.jpg,B,readable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_6,a8777d56-9b7b-423f-986d-80bca99be116.jpg,510d9ced-cf25-42cd-ac40-fefca2ba2e0e.jpg,B,readable
79061346-bfb1-4a68-883c-8c57abd68b69,pair_7,6430498f-93ed-4c6a-a0c0-37aaed08f6cb.jpg,f9c7110e-ec59-4503-9223-0afb312202db.jpg,B,concise
79061346-bfb1-4a68-883c-8c57abd68b69,pair_8,429d5c16-8d23-4c6d-8211-8bcd9a384b5d.jpg,c315392a-5641-457b-845c-54e36cc410f1.jpg,C,
79061346-bfb1-4a68-883c-8c57abd68b69,pair_9,7b943c3d-f625-4aa7-af2d-3530de68b562.jpg,aa00afc0-cbfa-4ab7-8af7-dd981d229cff.jpg,C,
79061346-bfb1-4a68-883c-8c57abd68b69,pair_10,3e2be6af-794b-45b8-8185-53a8b75153e8.jpg,ee6ebad8-ec5a-4a67-9115-7e4c036eaf93.jpg,C,
